NUTS,perc,urt,class
PT300,-14.3,1,3
RO111,-17.0,3,9
RO112,-13.3,3,9
RO113,-8.7,2,5
RO114,-18.9,3,9
RO115,-18.6,3,9
RO116,-22.4,3,9
RO121,-23.6,3,9
RO122,-10.9,2,6
RO123,-21.3,3,9
RO124,-19.9,3,9
RO125,-17.7,3,9
RO126,-9.8,2,5
RO211,-20.3,3,9
RO212,-27.6,3,9
RO213,-0.8,2,5
RO214,-23.0,3,9
RO215,-7.6,3,8
RO216,-20.6,3,9
RO221,-35.0,2,6
RO222,-31.3,3,9
RO223,-17.8,2,6
RO224,-27.3,2,6
RO225,-34.7,3,9
RO226,-24.5,3,9
RO311,-25.9,3,9
RO312,-28.2,3,9
RO313,-25.8,3,9
RO314,-23.3,3,9
RO315,-24.6,3,9
RO316,-27.0,2,6
RO317,-40.9,3,9
RO321,-22.7,1,3
RO322,40.6,1,1
RO411,-22.3,2,6
RO412,-31.7,3,9
RO413,-35.2,3,9
RO414,-34.5,3,9
RO415,-28.1,3,9
RO421,-17.3,2,6
RO422,-32.7,3,9
RO423,-32.3,2,6
RO424,-5.3,2,5
SI031,-13.7,3,9
SI032,-4.9,3,8
SI033,-9.7,3,8
SI034,-3.9,3,8
SI035,-14.6,3,9
SI036,-6.8,3,8
SI037,-2.8,3,8
SI038,-7.3,3,8
SI041,5.4,2,4
SI042,-5.3,2,5
SI043,-8.4,3,8
SI044,-3.6,2,5
SK010,14.8,1,1
SK021,-6.0,3,8
SK022,-15.3,2,6
SK023,-15.4,2,6
SK031,-6.8,2,5
SK032,-14.5,3,9
SK041,-3.3,3,8
SK042,-2.3,2,5
FI193,-10.9,3,9
FI194,-16.0,3,9
FI195,-7.5,3,8
FI196,-18.1,3,9
FI197,-1.3,2,5
FI1B1,11.5,1,1
FI1C1,-4.6,2,5
FI1C2,-18.9,2,6
FI1C3,-15.0,2,6
FI1C4,-23.2,2,6
FI1C5,-18.2,2,6
FI1D1,-26.4,3,9
FI1D2,-12.5,3,9
FI1D3,-15.5,3,9
FI1D5,-11.9,3,9
FI1D7,-17.0,3,9
FI1D8,-24.8,3,9
FI1D9,-7.1,3,8
FI200,12.4,3,7
SE110,25.0,1,1
SE121,21.2,2,4
SE122,13.4,2,4
SE123,17.7,2,4
SE124,18.3,2,4
SE125,15.4,2,4
SE211,16.6,2,4
SE212,15.1,3,7
SE213,10.2,3,7
SE214,7.8,3,7
SE221,12.3,2,4
SE224,22.8,2,4
SE231,18.5,2,4
SE232,19.9,1,1
SE311,6.4,2,4
SE312,8.9,3,7
SE313,9.2,2,4
SE321,2.6,2,4
SE322,6.6,3,7
SE331,10.3,2,4
SE332,-2.9,2,5
IS001,34.1,1,1
IS002,30.1,3,7
LI000,11.4,1,1
NO020,11.4,3,7
NO060,21.0,2,4
NO071,7.8,3,7
NO074,11.7,3,7
NO081,24.7,1,1
NO082,19.5,2,4
NO091,14.6,2,4
NO092,18.4,2,4
NO0A1,17.6,2,4
NO0A2,17.7,2,4
NO0A3,14.3,3,7
NO0B1,,3,
NO0B2,,3,
CH011,21.0,2,4
CH012,16.8,2,4
CH013,30.5,1,1
CH021,10.2,2,4
CH022,22.9,2,4
CH023,9.8,1,1
CH024,-0.8,2,5
CH025,6.5,3,7
CH031,2.6,1,1
CH032,6.7,1,1
CH033,17.4,1,1
CH040,23.2,1,1
CH051,5.6,2,4
CH052,9.4,2,4
CH053,5.4,2,4
CH054,7.9,2,4
CH055,6.0,2,4
CH056,0.0,3,7
CH057,15.3,2,4
CH061,12.2,2,4
CH062,3.7,2,4
CH063,9.3,2,4
CH064,7.8,2,4
CH065,5.6,2,4
CH066,16.0,1,1
CH070,1.5,1,1
