NUTS,perc,urt,class
SK021,28.1,3,9
SK022,30.0,2,6
SK023,29.7,2,6
SK031,25.9,2,6
SK032,28.9,3,9
SK041,24.1,3,9
SK042,25.6,2,6
FI193,43.1,3,7
FI194,50.0,3,7
FI195,43.7,3,7
FI196,52.4,3,7
FI197,38.4,2,5
FI1B1,29.5,1,3
FI1C1,41.9,2,4
FI1C2,48.1,2,4
FI1C3,50.9,2,4
FI1C4,54.2,2,4
FI1C5,51.7,2,4
FI1D1,62.7,3,7
FI1D2,47.4,3,7
FI1D3,49.9,3,7
FI1D5,46.4,3,7
FI1D7,48.0,3,7
FI1D8,56.2,3,7
FI1D9,37.0,3,8
FI200,41.6,3,7
SE110,26.8,1,3
SE121,32.1,2,6
SE122,42.5,2,4
SE123,36.6,2,5
SE124,38.8,2,5
SE125,39.6,2,5
SE211,38.0,2,5
SE212,38.9,3,8
SE213,47.9,3,7
SE214,48.9,3,7
SE221,44.9,2,4
SE224,34.7,2,6
SE231,40.7,2,4
SE232,34.2,1,3
SE311,44.5,2,4
SE312,47.1,3,7
SE313,45.3,2,4
SE321,45.7,2,4
SE322,43.8,3,7
SE331,38.1,2,5
SE332,44.5,2,4
IS001,23.3,1,3
IS002,26.3,3,9
LI000,30.2,1,3
NO020,40.2,3,7
NO060,31.0,2,6
NO071,37.5,3,8
NO074,32.1,3,9
NO081,19.3,1,3
NO082,30.7,2,6
NO091,36.3,2,5
NO092,31.3,2,6
NO0A1,26.1,2,6
NO0A2,30.5,2,6
NO0A3,35.7,3,8
NO0B1,,3,
NO0B2,,3,
CH011,26.8,2,6
CH012,33.2,2,6
CH013,26.2,1,3
CH021,35.7,2,5
CH022,26.1,2,6
CH023,32.9,1,3
CH024,32.4,2,6
CH025,37.1,3,8
CH031,31.3,1,3
CH032,38.3,1,2
CH033,29.5,1,3
CH040,27.1,1,3
CH051,34.2,2,6
CH052,36.2,2,5
CH053,34.0,2,6
CH054,33.9,2,6
CH055,30.6,2,6
CH056,36.6,3,8
CH057,29.7,2,6
CH061,29.3,2,6
CH062,35.7,2,5
CH063,29.5,2,6
CH064,32.5,2,6
CH065,35.1,2,5
CH066,28.1,1,3
CH070,39.1,1,2
ME000,26.6,2,6
MK001,26.2,2,6
MK002,27.5,1,3
MK003,19.4,2,6
MK004,24.5,2,6
MK005,28.0,2,6
MK006,15.1,1,3
MK007,21.7,1,3
MK008,25.7,1,3
AL011,25.2,3,9
AL012,25.1,2,6
AL013,27.8,3,9
AL014,27.8,3,9
AL015,24.1,2,6
AL021,26.6,3,9
AL022,23.4,1,3
AL031,25.8,3,9
AL032,25.4,3,9
AL033,27.7,3,9
AL034,23.7,3,9
AL035,25.0,2,6
RS,,,
TR100,11.4,1,3
TR211,14.4,2,6
TR212,24.2,2,6
TR213,22.7,2,6
TR221,25.5,2,6
TR222,25.0,2,6
TR310,18.6,1,3
TR321,22.6,2,6
TR322,18.6,2,6
TR323,20.3,2,6
TR331,19.2,2,6
TR332,19.5,2,6
TR333,21.8,2,6
TR334,20.6,2,6
TR411,15.5,1,3
TR412,18.8,2,6
TR413,19.3,2,6
TR421,12.3,1,3
TR422,16.5,1,3
TR423,16.9,1,3
TR424,22.8,2,6
TR425,20.1,1,3
TR510,14.3,1,3
TR521,16.8,2,6
TR522,18.9,2,6
TR611,14.2,1,3
TR612,21.9,2,6
TR613,26.0,2,6
TR621,14.9,1,3
TR622,16.3,1,3
TR631,13.6,1,3
TR632,15.1,2,6
TR633,15.8,1,3
TR711,20.7,1,3
TR712,16.4,2,6
TR713,18.0,2,6
TR714,20.2,2,6
TR715,20.4,2,6
TR721,15.5,1,3
TR722,22.4,2,6
TR723,24.0,2,6
TR811,21.5,1,3
TR812,22.3,2,6
TR813,24.7,2,6
TR821,31.5,2,6
TR822,28.7,3,9
TR823,34.3,2,6
TR831,20.2,2,6
TR832,24.7,2,6
TR833,26.8,2,6
TR834,25.6,2,6
TR901,21.4,1,3
TR902,25.3,2,6
TR903,28.0,2,6
TR904,21.4,2,6
TR905,28.2,3,9
TR906,22.6,3,9
TRA11,16.1,2,6
TRA12,21.0,2,6
TRA13,19.5,3,9
TRA21,10.1,2,6
TRA22,15.0,2,6
TRA23,13.3,2,6
TRA24,23.5,2,6
TRB11,18.1,2,6
TRB12,17.2,2,6
TRB13,12.6,3,9
TRB14,23.4,3,9
TRB21,8.1,2,6
TRB22,10.8,2,6
TRB23,10.8,2,6
TRB24,6.4,2,6
TRC11,10.5,1,3
TRC12,14.9,2,6
TRC13,15.3,2,6
TRC21,8.6,2,6
TRC22,9.5,2,6
TRC31,10.9,2,6
TRC32,9.1,2,6
TRC33,7.0,2,6
TRC34,10.4,2,6
